,,,,,,Number of male deaths by five-year age group (thousands),,,,,,,,,,,,,,,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Period,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95+
1316,Medium variant,China,4,156,2045-2050,197.903,20.165,23.790,36.284,61.140,92.046,126.601,165.179,220.548,333.799,602.993,1245.679,2120.501,3197.748,5834.122,9201.472,9911.000,7551.920,4303.973,1662.827
1317,Medium variant,China,4,156,2050-2055,172.972,18.104,21.632,32.353,52.816,77.714,108.037,151.637,214.947,317.255,489.984,902.334,1973.687,3383.938,4899.888,7720.181,10379.661,9483.314,5265.366,2193.793
1318,Medium variant,China,4,156,2055-2060,150.201,15.907,19.165,29.174,46.982,67.013,91.168,129.574,197.750,309.800,459.789,715.778,1415.162,3150.882,5230.605,6657.913,8992.120,10344.962,6958.634,2882.728
1319,Medium variant,China,4,156,2060-2065,132.896,13.906,16.924,26.424,42.681,59.957,78.966,109.238,169.469,286.846,444.279,658.328,1113.769,2272.025,4930.860,7303.726,8077.127,9368.737,7958.552,4065.458
1320,Medium variant,China,4,156,2065-2070,120.203,12.087,14.464,23.266,38.644,54.526,70.622,94.929,143.367,246.472,407.382,626.267,1020.832,1804.753,3610.880,7001.726,9214.866,8854.976,7568.409,5115.438
1321,Medium variant,China,4,156,2070-2075,110.979,10.909,12.722,20.471,34.482,49.572,64.656,85.601,125.456,210.137,348.642,567.637,971.717,1673.662,2917.021,5264.394,9117.631,10581.527,7580.396,5426.000
1322,Medium variant,China,4,156,2075-2080,101.946,10.054,11.495,18.021,29.993,43.685,58.478,78.131,112.744,183.411,295.060,482.802,888.082,1618.355,2758.173,4382.741,7109.204,10860.581,9536.190,5777.672
1323,Medium variant,China,4,156,2080-2085,92.788,9.205,10.441,16.168,26.534,38.137,51.689,70.875,103.210,164.800,257.373,409.429,760.759,1496.277,2705.838,4234.086,6097.388,8760.772,10067.967,7373.502
1324,Medium variant,China,4,156,2085-2090,84.260,8.412,9.536,14.726,23.859,33.762,45.201,62.803,93.781,150.615,231.814,359.283,648.498,1293.898,2533.261,4231.089,6049.738,7768.628,8427.206,8525.280
1325,Medium variant,China,4,156,2090-2095,76.461,7.498,8.461,13.210,21.451,30.081,39.727,54.677,82.838,136.196,212.381,325.982,570.822,1108.589,2209.337,4014.540,6176.209,7916.448,7737.807,7936.362
1326,Medium variant,China,4,156,2095-2100,70.304,6.671,7.472,11.892,19.576,27.190,35.377,48.009,72.216,120.392,192.511,299.476,516.027,971.415,1892.239,3519.102,5933.475,8232.849,8090.731,7529.722
1327,Medium variant,"China, Hong Kong SAR",5,344,2015-2020,0.452,0.062,0.064,0.150,0.314,0.467,0.664,0.961,1.426,2.318,4.283,7.531,10.501,13.043,14.333,17.885,24.195,23.112,14.008,5.624
1328,Medium variant,"China, Hong Kong SAR",5,344,2020-2025,0.449,0.067,0.066,0.122,0.238,0.410,0.620,0.906,1.319,2.052,3.452,6.290,10.709,14.814,18.473,20.038,22.870,26.183,18.643,8.428
1329,Medium variant,"China, Hong Kong SAR",5,344,2025-2030,0.408,0.070,0.071,0.129,0.207,0.317,0.549,0.845,1.236,1.893,3.041,5.036,8.933,15.159,21.120,26.176,26.433,25.462,21.931,11.908
1330,Medium variant,"China, Hong Kong SAR",5,344,2030-2035,0.343,0.068,0.076,0.138,0.223,0.286,0.433,0.753,1.159,1.783,2.805,4.429,7.182,12.748,21.867,30.467,35.301,30.784,22.131,15.045
1331,Medium variant,"China, Hong Kong SAR",5,344,2035-2040,0.293,0.060,0.073,0.147,0.234,0.303,0.389,0.595,1.028,1.665,2.636,4.072,6.332,10.324,18.597,32.085,42.091,42.265,28.072,16.488
1332,Medium variant,"China, Hong Kong SAR",5,344,2040-2045,0.277,0.051,0.064,0.144,0.248,0.318,0.406,0.530,0.811,1.477,2.451,3.806,5.823,9.147,15.189,27.689,45.185,51.931,39.820,21.242
1333,Medium variant,"China, Hong Kong SAR",5,344,2045-2050,0.283,0.046,0.054,0.128,0.242,0.334,0.423,0.551,0.723,1.170,2.178,3.539,5.459,8.465,13.574,22.906,39.703,57.144,50.636,31.230
1334,Medium variant,"China, Hong Kong SAR",5,344,2050-2055,0.294,0.046,0.051,0.112,0.217,0.321,0.437,0.567,0.745,1.038,1.723,3.127,5.077,7.979,12.675,20.760,33.588,51.683,57.731,42.557
1335,Medium variant,"China, Hong Kong SAR",5,344,2055-2060,0.293,0.047,0.051,0.102,0.188,0.287,0.419,0.581,0.761,1.065,1.524,2.463,4.492,7.462,12.047,19.632,31.052,45.046,54.078,52.675
1336,Medium variant,"China, Hong Kong SAR",5,344,2060-2065,0.278,0.048,0.053,0.102,0.173,0.247,0.371,0.551,0.770,1.078,1.552,2.164,3.534,6.624,11.335,18.861,29.878,42.747,48.798,54.788
1337,Medium variant,"China, Hong Kong SAR",5,344,2065-2070,0.254,0.046,0.052,0.104,0.171,0.226,0.315,0.482,0.723,1.087,1.561,2.185,3.094,5.231,10.124,17.916,29.163,42.181,47.869,53.299
1338,Medium variant,"China, Hong Kong SAR",5,344,2070-2075,0.237,0.042,0.050,0.105,0.173,0.220,0.285,0.407,0.630,1.016,1.566,2.186,3.126,4.607,8.064,16.204,28.196,42.248,48.855,54.777
1339,Medium variant,"China, Hong Kong SAR",5,344,2075-2080,0.226,0.038,0.046,0.099,0.171,0.220,0.274,0.363,0.526,0.880,1.453,2.172,3.115,4.668,7.135,13.031,25.870,41.802,50.490,58.612
1340,Medium variant,"China, Hong Kong SAR",5,344,2080-2085,0.225,0.035,0.041,0.092,0.163,0.215,0.269,0.346,0.467,0.733,1.254,2.005,3.099,4.678,7.291,11.644,21.152,39.315,51.583,64.235
1341,Medium variant,"China, Hong Kong SAR",5,344,2085-2090,0.225,0.034,0.038,0.082,0.148,0.203,0.261,0.338,0.442,0.647,1.045,1.722,2.862,4.678,7.350,11.993,19.131,32.804,49.939,69.842
1342,Medium variant,"China, Hong Kong SAR",5,344,2090-2095,0.218,0.033,0.037,0.077,0.134,0.183,0.242,0.323,0.429,0.610,0.918,1.427,2.462,4.347,7.413,12.218,20.013,30.328,43.051,73.793
1343,Medium variant,"China, Hong Kong SAR",5,344,2095-2100,0.210,0.032,0.036,0.074,0.124,0.163,0.215,0.297,0.407,0.586,0.861,1.246,2.036,3.756,6.943,12.413,20.635,32.380,40.774,71.032
1344,Medium variant,"China, Macao SAR",6,446,2015-2020,0.093,0.007,0.005,0.015,0.040,0.067,0.086,0.094,0.116,0.175,0.296,0.498,0.688,0.815,0.772,0.756,0.892,0.830,0.504,0.181
1345,Medium variant,"China, Macao SAR",6,446,2020-2025,0.088,0.008,0.006,0.012,0.028,0.051,0.079,0.107,0.129,0.172,0.254,0.427,0.723,1.017,1.219,1.152,1.018,0.959,0.623,0.250
1346,Medium variant,"China, Macao SAR",6,446,2025-2030,0.075,0.008,0.007,0.014,0.024,0.038,0.062,0.098,0.147,0.191,0.250,0.366,0.621,1.073,1.533,1.844,1.604,1.137,0.760,0.329
1347,Medium variant,"China, Macao SAR",6,446,2030-2035,0.063,0.007,0.007,0.016,0.027,0.032,0.046,0.077,0.134,0.216,0.276,0.357,0.532,0.926,1.631,2.353,2.614,1.883,0.943,0.433
1348,Medium variant,"China, Macao SAR",6,446,2035-2040,0.057,0.007,0.007,0.017,0.031,0.036,0.039,0.058,0.106,0.196,0.311,0.393,0.521,0.799,1.423,2.550,3.413,3.162,1.668,0.572
1349,Medium variant,"China, Macao SAR",6,446,2040-2045,0.056,0.006,0.006,0.015,0.032,0.041,0.044,0.050,0.079,0.155,0.282,0.441,0.571,0.785,1.237,2.257,3.770,4.248,2.894,1.052
1350,Medium variant,"China, Macao SAR",6,446,2045-2050,0.058,0.006,0.006,0.014,0.030,0.042,0.048,0.055,0.069,0.117,0.223,0.399,0.642,0.864,1.223,1.982,3.396,4.827,4.035,1.932
