,,,,,,Number of female deaths by five-year age group (thousands),,,,,,,,,,,,,,,,,,,
Index,Variant,"Region, subregion, country or area *",Notes,Country code,Period,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95+
117,Medium variant,High-income countries,e,1503,2085-2090,34.726,2.866,4.080,8.565,15.616,22.039,29.359,40.784,61.465,98.257,152.307,222.897,327.569,505.034,821.990,1463.712,2780.240,5538.927,9037.860,13913.267
118,Medium variant,High-income countries,e,1503,2090-2095,31.529,2.620,3.693,7.656,13.929,19.704,26.300,36.605,55.260,88.062,135.841,197.624,290.165,452.449,752.126,1344.097,2619.144,5305.164,8703.490,14374.730
119,Medium variant,High-income countries,e,1503,2095-2100,28.445,2.348,3.276,6.874,12.512,17.602,23.344,32.468,49.217,78.585,120.913,174.968,255.564,399.176,673.547,1236.221,2428.740,5114.584,8631.382,14696.276
120,Medium variant,Middle-income countries,e,1517,2015-2020,9477.421,928.897,839.453,1022.017,1315.322,1463.598,1619.009,1811.284,2140.974,2751.044,3648.356,4946.288,6921.432,8943.323,10214.271,11670.878,11812.157,8928.750,4630.826,1711.733
121,Medium variant,Middle-income countries,e,1517,2020-2025,8226.337,833.495,759.417,938.349,1203.137,1320.790,1521.008,1815.316,2149.903,2747.271,3753.539,5299.410,7397.938,10121.820,12301.093,12683.993,12553.820,10191.396,5613.192,2334.182
122,Medium variant,Middle-income countries,e,1517,2025-2030,7164.585,738.336,678.450,859.176,1117.747,1219.138,1378.113,1725.014,2184.997,2780.741,3758.688,5470.170,7984.891,10895.018,14068.689,15630.159,14012.689,11117.944,6669.093,3014.304
123,Medium variant,Middle-income countries,e,1517,2030-2035,6296.113,653.282,601.429,777.463,1034.818,1146.488,1277.861,1569.927,2099.463,2859.940,3823.762,5472.383,8265.751,11862.086,15254.201,18084.417,17716.228,12841.453,7489.594,3782.401
124,Medium variant,Middle-income countries,e,1517,2035-2040,5557.465,578.554,533.237,698.588,948.106,1077.451,1211.982,1464.185,1926.090,2778.711,3965.588,5569.097,8259.262,12356.512,16806.119,19897.002,20920.080,16849.204,9051.514,4517.581
125,Medium variant,Middle-income countries,e,1517,2040-2045,4930.635,514.062,476.045,632.179,868.300,1009.554,1164.473,1416.532,1827.812,2582.647,3889.324,5799.696,8382.049,12300.021,17542.076,22115.933,23366.325,20287.920,12325.171,5683.344
126,Medium variant,Middle-income countries,e,1517,2045-2050,4359.652,454.841,424.467,572.298,792.465,931.524,1098.093,1369.378,1777.208,2458.092,3617.137,5690.224,8749.232,12511.367,17536.584,23380.715,26549.124,23370.921,15314.428,7955.148
127,Medium variant,Middle-income countries,e,1517,2050-2055,3840.821,400.007,377.864,518.416,722.952,855.635,1018.045,1301.209,1732.097,2399.823,3444.094,5276.224,8590.736,13141.835,17942.280,23579.302,28565.415,27285.105,18275.337,10516.747
128,Medium variant,Middle-income countries,e,1517,2055-2060,3400.553,353.621,338.267,472.699,665.201,791.833,944.175,1218.288,1661.169,2351.456,3368.299,5012.576,7949.768,12956.423,19019.150,24343.109,29150.614,29981.476,22017.445,13299.155
129,Medium variant,Middle-income countries,e,1517,2060-2065,3036.198,313.623,303.414,432.168,613.852,736.158,879.291,1137.007,1565.425,2264.759,3306.138,4896.246,7551.726,12017.227,18885.621,26170.577,30523.407,31144.786,24870.618,16858.172
130,Medium variant,Middle-income countries,e,1517,2065-2070,2724.820,278.627,271.811,394.525,567.007,686.425,823.087,1065.606,1469.841,2142.244,3188.379,4795.401,7374.372,11451.336,17561.577,26225.891,33386.255,33246.487,26435.161,20261.043
131,Medium variant,Middle-income countries,e,1517,2070-2075,2476.020,251.492,245.981,360.756,522.771,639.678,772.532,1003.948,1386.504,2020.125,3022.888,4620.281,7227.171,11241.782,16826.696,24500.997,33866.076,37168.233,28885.849,22874.159
132,Medium variant,Middle-income countries,e,1517,2075-2080,2253.300,227.340,223.024,329.288,479.582,592.021,721.531,945.462,1311.064,1908.819,2849.809,4368.439,6955.791,11064.745,16653.530,23664.465,31874.388,38260.359,33142.756,25928.546
133,Medium variant,Middle-income countries,e,1517,2080-2085,2052.975,207.300,204.959,305.697,446.186,552.430,675.922,891.416,1243.737,1810.636,2691.108,4100.435,6559.804,10676.374,16514.711,23670.459,31090.481,36374.359,34777.811,30616.216
134,Medium variant,Middle-income countries,e,1517,2085-2090,1882.775,190.431,189.194,284.569,416.807,516.899,632.146,837.371,1175.847,1718.280,2549.694,3858.060,6152.618,10114.492,16081.452,23809.240,31586.058,35986.762,33562.955,34256.501
135,Medium variant,Middle-income countries,e,1517,2090-2095,1733.995,175.567,175.061,265.460,390.237,484.314,590.467,782.545,1104.498,1623.119,2416.012,3642.641,5787.879,9536.591,15360.814,23490.662,32311.969,37210.570,33737.867,35212.408
136,Medium variant,Middle-income countries,e,1517,2095-2100,1603.778,161.749,161.619,246.705,364.201,453.322,551.475,728.895,1029.575,1519.288,2273.922,3431.868,5450.538,9002.632,14580.517,22661.304,32344.699,38755.839,35526.150,36382.424
137,Medium variant,Upper-middle-income countries,e,1502,2015-2020,1231.341,104.233,118.536,159.985,242.133,363.091,482.694,579.310,768.083,1102.236,1550.669,2140.405,3162.729,4337.584,5081.812,6243.909,6943.133,5643.667,3065.964,1160.279
138,Medium variant,Upper-middle-income countries,e,1502,2020-2025,1008.559,90.463,105.792,144.313,206.831,291.961,438.699,587.673,729.963,1024.326,1548.127,2291.737,3231.243,4788.810,6341.899,6765.281,7173.140,6354.422,3725.892,1592.869
139,Medium variant,Upper-middle-income countries,e,1502,2025-2030,840.064,75.675,92.471,133.369,189.745,249.990,353.686,538.936,745.112,969.266,1425.462,2281.273,3481.784,4912.924,7057.914,8607.058,8015.899,6797.720,4393.459,2071.460
140,Medium variant,Upper-middle-income countries,e,1502,2030-2035,732.035,64.044,78.627,120.955,178.973,231.423,303.777,436.673,689.622,997.892,1348.249,2084.731,3473.770,5347.070,7301.768,9684.453,10436.875,7912.956,4886.003,2602.090
141,Medium variant,Upper-middle-income countries,e,1502,2035-2040,655.462,55.478,67.157,105.585,164.703,220.537,282.266,376.370,561.974,930.160,1392.705,1950.453,3137.554,5354.109,8033.943,10210.176,12017.288,10683.624,5996.225,3119.833
142,Medium variant,Upper-middle-income countries,e,1502,2040-2045,592.525,49.104,58.292,91.211,144.195,203.621,270.148,350.915,485.660,759.236,1301.590,2015.858,2905.988,4806.096,8085.878,11377.836,12996.650,12612.539,8399.995,4004.037
143,Medium variant,Upper-middle-income countries,e,1502,2045-2050,532.401,44.516,52.240,80.254,125.845,179.303,250.468,337.239,454.569,657.876,1059.320,1883.828,3012.092,4438.005,7288.532,11608.459,14803.327,14174.325,10254.120,5744.040
144,Medium variant,Upper-middle-income countries,e,1502,2050-2055,473.673,40.470,47.478,72.510,111.423,156.640,220.887,314.771,439.928,617.813,915.768,1517.189,2812.250,4625.634,6770.824,10611.833,15418.562,16598.651,12015.282,7544.240
145,Medium variant,Upper-middle-income countries,e,1502,2055-2060,420.672,36.212,42.991,66.470,101.222,139.328,193.946,279.147,412.833,599.792,859.998,1301.125,2240.443,4332.007,7117.054,9993.937,14381.568,17724.418,14531.934,9419.035
146,Medium variant,Upper-middle-income countries,e,1502,2060-2065,377.116,32.280,38.531,60.907,93.204,126.688,172.455,245.228,367.156,564.084,835.334,1219.114,1909.238,3440.044,6700.494,10640.398,13836.092,17021.484,16040.151,11962.847
147,Medium variant,Upper-middle-income countries,e,1502,2065-2070,343.141,28.832,34.132,54.989,85.798,117.110,157.214,218.747,323.579,503.034,786.678,1183.840,1789.019,2933.346,5335.705,10115.501,15002.682,16900.059,15976.609,14214.896
148,Medium variant,Upper-middle-income countries,e,1502,2070-2075,316.838,26.138,30.494,49.382,77.854,107.969,145.615,199.887,289.768,444.883,702.082,1113.642,1739.464,2760.942,4569.992,8129.818,14475.053,18765.698,16437.938,15432.041
149,Medium variant,Upper-middle-income countries,e,1502,2075-2080,291.616,23.910,27.493,43.976,69.571,97.752,133.899,185.062,265.170,398.469,619.282,988.557,1633.107,2693.604,4328.345,7027.360,11828.861,18423.915,18750.389,16715.547
150,Medium variant,Upper-middle-income countries,e,1502,2080-2085,267.205,21.881,25.078,40.007,62.679,87.502,121.050,170.095,245.580,364.755,554.312,868.547,1446.515,2540.791,4257.934,6734.223,10403.449,15469.672,18890.981,19467.308
151,Medium variant,Upper-middle-income countries,e,1502,2085-2090,244.174,19.957,22.834,36.417,56.674,78.473,108.294,153.915,226.235,338.387,507.367,774.873,1268.591,2260.197,4046.621,6704.891,10132.426,13960.429,16439.189,21334.004
152,Medium variant,Upper-middle-income countries,e,1502,2090-2095,223.474,18.065,20.657,33.396,51.726,70.806,96.593,137.271,204.623,311.497,469.589,706.151,1128.840,1987.196,3616.763,6428.774,10220.794,13850.994,15286.184,20692.246
153,Medium variant,Upper-middle-income countries,e,1502,2095-2100,206.651,16.421,18.599,30.218,47.064,64.379,86.970,122.288,182.225,281.317,431.488,651.083,1027.635,1776.826,3202.706,5807.195,9945.554,14239.618,15540.331,20296.815
154,Medium variant,Lower-middle-income countries,e,1501,2015-2020,8246.080,824.664,720.917,862.032,1073.189,1100.507,1136.315,1231.974,1372.891,1648.808,2097.687,2805.883,3758.703,4605.739,5132.459,5426.969,4869.024,3285.083,1564.862,551.454
155,Medium variant,Lower-middle-income countries,e,1501,2020-2025,7217.778,743.032,653.625,794.036,996.306,1028.829,1082.309,1227.643,1419.940,1722.945,2205.412,3007.673,4166.695,5333.010,5959.194,5918.712,5380.680,3836.974,1887.300,741.313
156,Medium variant,Lower-middle-income countries,e,1501,2025-2030,6324.521,662.661,585.979,725.807,928.002,969.148,1024.427,1186.078,1439.885,1811.475,2333.226,3188.897,4503.107,5982.094,7010.775,7023.101,5996.790,4320.224,2275.634,942.844
157,Medium variant,Lower-middle-income countries,e,1501,2030-2035,5564.078,589.238,522.802,656.508,855.845,915.065,974.084,1133.254,1409.841,1862.048,2475.513,3387.652,4791.981,6515.016,7952.433,8399.964,7279.353,4928.497,2603.591,1180.311
158,Medium variant,Lower-middle-income countries,e,1501,2035-2040,4902.003,523.076,466.080,593.003,783.403,856.914,929.716,1087.815,1364.116,1848.551,2572.883,3618.644,5121.708,7002.403,8772.176,9686.826,8902.792,6165.580,3055.289,1397.748
159,Medium variant,Lower-middle-income countries,e,1501,2040-2045,4338.110,464.958,417.753,540.968,724.105,805.933,894.325,1065.617,1342.152,1823.411,2587.734,3783.838,5476.061,7493.925,9456.198,10738.097,10369.675,7675.381,3925.176,1679.307
160,Medium variant,Lower-middle-income countries,e,1501,2045-2050,3827.251,410.325,372.227,492.044,666.620,752.221,847.625,1032.139,1322.639,1800.216,2557.817,3806.396,5737.140,8073.362,10248.052,11772.256,11745.797,9196.596,5060.308,2211.108
161,Medium variant,Lower-middle-income countries,e,1501,2050-2055,3367.148,359.537,330.386,445.906,611.529,698.995,797.158,986.438,1292.169,1782.010,2528.326,3759.035,5778.486,8516.201,11171.456,12967.469,13146.853,10686.454,6260.055,2972.507
162,Medium variant,Lower-middle-income countries,e,1501,2055-2060,2979.881,317.409,295.276,406.229,563.979,652.505,750.229,939.141,1248.336,1751.664,2508.301,3711.451,5709.325,8624.416,11902.096,14349.172,14769.046,12257.058,7485.511,3880.120
163,Medium variant,Lower-middle-income countries,e,1501,2060-2065,2659.082,281.343,264.883,371.261,520.648,609.470,706.836,891.779,1198.269,1700.675,2470.804,3677.132,5642.488,8577.183,12185.127,15530.179,16687.315,14123.302,8830.467,4895.325
164,Medium variant,Lower-middle-income countries,e,1501,2065-2070,2381.679,249.795,237.679,339.536,481.209,569.315,665.873,846.859,1146.262,1639.210,2401.701,3611.561,5585.353,8517.990,12225.872,16110.390,18383.573,16346.428,10458.552,6046.147
165,Medium variant,Lower-middle-income countries,e,1501,2070-2075,2159.182,225.354,215.487,311.374,444.917,531.709,626.917,804.061,1096.736,1575.242,2320.806,3506.639,5487.707,8480.840,12256.704,16371.179,19391.023,18402.535,12447.911,7442.118
166,Medium variant,Lower-middle-income countries,e,1501,2075-2080,1961.684,203.430,195.531,285.312,410.011,494.269,587.632,760.400,1045.894,1510.350,2230.527,3379.882,5322.684,8371.141,12325.185,16637.105,20045.527,19836.444,14392.367,9212.999
167,Medium variant,Lower-middle-income countries,e,1501,2080-2085,1785.770,185.419,179.881,265.690,383.507,464.928,554.872,721.321,998.157,1445.881,2136.796,3231.888,5113.289,8135.583,12256.777,16936.236,20687.032,20904.687,15886.830,11148.908
168,Medium variant,Lower-middle-income countries,e,1501,2085-2090,1638.601,170.474,166.360,248.152,360.133,438.426,523.852,683.456,949.612,1379.893,2042.327,3083.187,4884.027,7854.295,12034.831,17104.349,21453.632,22026.333,17123.766,12922.497
169,Medium variant,Lower-middle-income countries,e,1501,2090-2095,1510.521,157.502,154.404,232.064,338.511,413.508,493.874,645.274,899.875,1311.622,1946.423,2936.490,4659.039,7549.395,11744.051,17061.888,22091.175,23359.576,18451.683,14520.162
170,Medium variant,Lower-middle-income countries,e,1501,2095-2100,1397.127,145.328,143.020,216.487,317.137,388.943,464.505,606.607,847.350,1237.971,1842.434,2780.785,4422.903,7225.806,11377.811,16854.109,22399.145,24516.221,19985.819,16085.609
171,Medium variant,Low-income countries,e,1500,2015-2020,4271.144,461.761,348.033,347.602,394.669,415.872,432.325,443.820,425.885,406.360,415.314,465.703,563.321,695.729,836.968,880.537,737.342,435.750,165.842,39.087
172,Medium variant,Low-income countries,e,1500,2020-2025,3944.561,422.967,322.269,337.595,393.795,418.648,435.427,458.131,456.895,445.410,462.136,512.097,620.221,766.949,914.768,997.594,861.358,526.131,209.199,51.588
173,Medium variant,Low-income countries,e,1500,2025-2030,3628.834,385.577,296.778,323.112,390.106,420.702,438.678,463.066,475.861,483.555,510.275,572.481,686.515,852.043,1020.382,1105.649,997.298,634.475,262.179,68.385
174,Medium variant,Low-income countries,e,1500,2030-2035,3315.565,346.423,271.137,305.488,379.058,418.165,439.900,469.207,488.965,514.934,564.139,637.241,774.750,956.581,1152.806,1256.656,1126.628,755.962,328.201,90.155
175,Medium variant,Low-income countries,e,1500,2035-2040,3031.415,310.987,247.786,288.808,364.810,409.709,438.355,475.902,507.253,543.296,614.564,713.203,869.607,1091.814,1310.134,1445.392,1312.484,873.169,403.621,118.567
176,Medium variant,Low-income countries,e,1500,2040-2045,2766.615,279.648,228.324,275.508,353.768,401.365,435.798,484.822,531.107,581.457,663.690,788.839,982.977,1237.712,1508.650,1661.875,1537.475,1048.520,476.379,152.540
177,Medium variant,Low-income countries,e,1500,2045-2050,2525.140,251.712,210.460,262.746,342.585,391.483,428.268,487.054,551.449,621.841,722.204,861.421,1099.241,1416.862,1729.621,1941.049,1806.066,1265.726,599.874,188.588
178,Medium variant,Low-income countries,e,1500,2050-2055,2307.870,227.632,194.116,249.699,330.891,381.416,420.401,485.988,565.873,658.941,783.710,945.292,1209.873,1599.464,1998.389,2247.963,2150.932,1535.425,752.860,251.481
179,Medium variant,Low-income countries,e,1500,2055-2060,2121.452,207.811,179.977,237.277,319.397,372.699,414.527,485.517,576.302,689.028,841.867,1033.584,1338.302,1779.590,2283.545,2633.632,2538.650,1890.322,956.689,337.511
180,Medium variant,Low-income countries,e,1500,2060-2065,1967.346,192.407,168.319,225.797,308.107,363.729,408.483,484.088,583.762,711.030,888.733,1116.255,1472.821,1988.402,2571.690,3057.916,3039.836,2294.206,1227.392,456.257
181,Medium variant,Low-income countries,e,1500,2065-2070,1824.788,178.580,157.701,214.811,295.862,352.726,400.036,480.144,587.606,727.398,924.048,1183.285,1599.311,2207.925,2905.951,3498.301,3610.076,2832.190,1539.187,621.821
182,Medium variant,Low-income countries,e,1500,2070-2075,1698.286,167.882,148.441,205.136,284.939,342.423,391.409,475.118,590.111,741.140,953.956,1236.405,1704.869,2416.797,3257.371,4008.067,4217.565,3462.370,1970.014,820.647
183,Medium variant,Low-income countries,e,1500,2075-2080,1584.393,156.297,140.247,196.004,274.302,331.458,380.906,467.048,588.476,750.297,977.591,1280.295,1789.548,2596.564,3600.615,4556.028,4933.468,4166.544,2497.481,1100.302
184,Medium variant,Low-income countries,e,1500,2080-2085,1476.617,146.310,132.409,187.163,263.707,320.074,369.290,456.164,581.826,752.919,994.198,1314.129,1858.547,2742.499,3899.523,5094.560,5707.275,5004.628,3110.370,1472.379
185,Medium variant,Low-income countries,e,1500,2085-2090,1377.074,137.034,124.774,178.283,252.858,308.390,356.475,442.770,570.755,748.477,1001.360,1338.025,1913.667,2867.502,4154.968,5583.771,6490.342,5932.909,3858.305,1933.626
186,Medium variant,Low-income countries,e,1500,2090-2095,1283.373,128.137,117.186,169.066,241.287,295.364,342.230,427.032,555.340,736.690,997.691,1347.870,1952.592,2970.114,4380.855,6020.870,7229.769,6897.148,4706.803,2517.744
187,Medium variant,Low-income countries,e,1500,2095-2100,1196.606,119.648,110.083,160.170,229.865,282.601,328.153,410.787,538.116,720.437,985.362,1344.285,1972.658,3050.166,4576.567,6424.420,7925.986,7847.114,5615.438,3220.294
188,Medium variant,Sub-Saharan Africa,f,947,2015-2020,6990.790,855.874,676.335,671.143,782.229,815.209,831.791,835.635,782.032,724.921,729.602,804.301,958.063,1149.196,1296.091,1278.603,1010.938,570.337,212.603,52.723
189,Medium variant,Sub-Saharan Africa,f,947,2020-2025,6461.172,795.905,635.312,658.770,781.773,809.519,823.341,854.629,842.501,808.613,815.349,885.623,1055.914,1285.340,1457.106,1449.960,1158.506,667.391,261.162,67.539
190,Medium variant,Sub-Saharan Africa,f,947,2025-2030,5947.442,728.881,588.088,635.060,776.086,811.870,818.151,850.318,869.506,879.782,914.244,991.598,1168.380,1429.752,1650.706,1660.319,1345.553,787.453,314.720,86.490
